ಅರಿಮೆ ತಿಳಿಪದ ಪದನೆರಕೆ ಪದಗಳು - Arime Tiliapada Dictionary Words,,,
covered / uncovered,ತೆರೆದ,,
neolithic,ಹೊಸಕಲ್ಲೇಡಿನ,,
comparable,ಹೋಲಿಕೆಯಿರುವ,,
toxaemia,ನೆತ್ತರನಂಜು,,
firefly,ಮಿಂಚುಹುಳ,,
trilateration,ಮೂರ‍್ಬದಿ,,
umbilical cord,ಹೊಕ್ಕುಳಬಳ್ಳಿ,,
electric heat,ಮಿಂಚುರಿ,,
protoplasm,ಉಸಿರಡಕ,,
winter solstice,ಚಳಿಹೊತ್ತಿನ ಎಲ್ಲೆಹಗಲು,,
meiosis,ಇಳಿಕೆಒಡೆತ,,
subtracter,ಕಳೆಯ,,
project,ಹಮ್ಮುಗೆ,,
bird,ಹಾರುಗ,,
stemplot,ತಿಳಿಹ ಬಿಡಿಸಿಕೆ,,
nuclear fusion,ಅಣುಬೆಸುಗೆ,,
mechanical,ಸೂಟಿಯ,,
autotroph,ಆಡುಕುಳಿ,,
corresponding angles,ಹೋಲುವ ಮೂಲೆಗಳು,,
geometrical shape,ಗೆರೆ ಪರಿಜು,,
flame,ಉರಿ,,
acronycal,ಬಯ್ಗುಟ್ಟುವ,,
groin,ತೊಡೆಸಂದು,,
ultraviolet,ಕಡುನೇರಳೆ,,
radiotherapy,ತೋರ‍್ಕದಿರಮಾಂಜುಗೆ,,
footbridge,ಕಾಲುಸೇತುವೆ,,
melt,ಕರಗಿಸುವುದು,,
universal gravitation,ಎಲ್ಲೆಡೆಯ ಹಿರಿಸೆಳೆತ,,
revolution,ಸುತ್ತು,,
clay,ಜೇಡಿ,,
rumination,ಮೆಲುಕು,,
thermotropism,ತಾಪಹೊರಳಿಕೆ,,
heat,ಬೆಂಗೆ,,
dysthymia,ಕಿಬ್ಬಗೆಗೇಡು,,
sealant,ಸೀಳಂಟು,,
heater,ಕಾವುಗೆ,,
parthenocarpy,ಕೂಡಿಸದೇಹಣ್ಣಾಗಿಸುವಿಕೆ,,
oyster shell,ಚಿಪ್ಪು,,
endemic,ಎಲ್ಲೆಬೇನೆ,,
pyroligneous acid,ಕಟ್ಟಿಗೆ ಹುಳಿಕ,,
pollute,ಕೊಚ್ಚೆಗೊಳಿಸು,,
dynamite,ಸಿಡಿಮದ್ದು,,
geometry,ಗೆರೆಯರಿಮೆ,,
cotton,ಅರಳೆ,,
tunneling,ತುಣುಕುದಾಟು,,
connective,ಬೆಸೆಯುಕ,,
colon,ದೊಡ್ಡ ಕರುಳು,,
landscape,ನೆಲಸೊಬಗು,,
nuclear fission,ಅಣುನಡುವಣದಒಡೆತ,,
skin,ಚಕ್ಕಳ,,
numeral,ಎಣಿಗುರುತು,,
sensitivity,ಮಾರೊಣರುತನ,,
mutation,ಪಾರ‍್ಪಾಡು,,
intercostal,ನಡುಪಕ್ಕೆಲುಬು,,
stone,ಓಟೆ,,
diffusion,ಹರಡುವಿಕೆ,,
virus,ನುಸಿ,,
fragment,ಪಾಲುಮಾಡು,,
roar,ಮೊರೆ,,
gasket,ಮುಚ್ಚುಬಳಸಿ,,
advect,ಅಡ್ಡವಯ್ಯು,,
internal,ತನ್ನೊಳಗಿನ,,
indigestion,ಅಳ್ಕಮೆ,,
anneal,ಮೆಲುತಣಿಸು,,
triangular number,ಮುಬ್ಬದಿಯೆಣಿ,,
natural,ಹುಟ್ಟಿನ,,
clayey,ಜೇಡಿಯಿರುವ,,
hydremia,ಮಿಗೆನೆತ್ತರು,,
non combustible,ಉರಿಯದ.ಸುಡದ,,
humus,ಹೂಳೆಮಣ್ಣು,,
neuron,ನರಕೊಣಿಕೆ,,
nostril,ಹೊರಳೆ,,
spaceman,ಬಾನಿಗ,,
stability,ನಿಲ್ತೆ,,
electronics,ಇಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,,
shrub,ಪೊದೆ,,
footbridge,ಕಾಲುಪಾಲ,,
combustion and flame,ಉರಿಯುವಿಕೆಮತ್ತುಉರಿ,,
ultrasonic,ಕೇಳ್ಮೆಮೀರಿದ,,
cluster,ಗೊಂಚಲು,,
aorta,ಹೆನ್ನೆತ್ತರಕೊಳವೆ,,
vertical,ನೆಟ್ಟಗೆ,,
fossil fuel,ಪಳೆಯುಳಿಕೆಗಳಇಂಧನ,,
orbital velocity,ತಿರುಗುದಾರಿ ಉರುಬು,,
cyclone,ಸುಂಟರ,,
fog,ಮಂಜು,,
stroke,ಹೊಡೆತ,,
reverberation,ಹೊಳಲು,,
affluent,ಅಡ್ಡತೊರೆ,,
grid,ಓರಣಬಲೆ,,
streamlined,ಹೊಂದಿಕೊಂಡಆಕಾರ,,
surgery,ಕೊಯ್ಮದ್ದು,,
skeletal,ಎಲುಬುಗೂಡು,,
globulin,ತೆರಳೆಮುನ್ನು,,
postulate,ಗೆರೆನನ್ನಿ,,
oxygen concentrator,ಉಸಿರುಗಾಳಿ ಒಟ್ಟುಗೂಡಿಸುಕ,,
vertebral muscle,ಬೆನ್ನೆಲುಬುಖಂಡ,,
opaque,ಆಚೆಕಾಣದ,,
primate,ಕೋತಿತಳಿ,,
oceanography,ಮುನ್ನೀರರಿಮೆ,,
paralysis,ಮರವಡಿಕೆ,,
length,ನೀಳ್ಪು,,
vaccine,ಕುತ್ತತಡೆ,,
cathode,ಕ್ಯಾಥೋಡ್,,
reasoning,ಸಲುವು,,
stalk,ದಂಟು,,
white ice,ಬಿಳಿಮಂಜುಗಡ್ಡೆ,,
flint,ಚಕಮಕಿ ಕಲ್ಲು,,
herbivore,ಗಿಡತಿನಿ,,
animal hair,ಪ್ರಾಣಿಕೂದಲು,,
sandy,ಮರಳಿರುವ,,
gland,ಸುರಿಗೆ,,
scuba,ನೀರುಸಿರುಚೀಲ,,
hygiene,ಚೊಕ್ಕತನ,,
platelet,ನೆತ್ತರುಬಿಲ್ಲೆ,,
transient,ಬಾಳಿಲ್ಲದ,,
decagon,ಹದಿಬದಿ,,
boiling point,ಕುದಿಚುಕ್ಕೆ,,
chromatophore,ಬಣ್ಣುಳ್ಳಗೂಡು,,
sick,ಮಯ್ಸರಿಯಿಲ್ಲದ,,
radiology,ಹೊಮ್ಮುಗೆಯರಿಮೆ,,
stamen,ಗಂಡುದಾಣ,,
curve,ಕೊಂಕುಗೆರೆ,,
face,ಮೋರೆ,,
geometric progression,ಗೆರೆಯರಿಮೆಯ ಸಾಲು,,
deduplication,ಪಳೆತೆಗೆತ,,
scaling,ಪದರುಗಟ್ಟಿಕೆ,,
electric fuse,ವಿದ್ಯುತ್ಕರಗಿ(ಪ್ಯೂಸ್),,
hyperacousis,ಕಡುಕೇಳಿಕೆ,,
amylaceous,ಗಂಜಿಯಂತಹ,,
scissor lift,ಕತ್ತರಿ ಏಣಿ,,
acronycal,ಇರುಳಿನ,,
mechanics,ಕದಲರಿಮೆ,,
diabetic,ಸೀಯುಚ್ಚೆ ಬೇನಿಗ,,
sonicaton,ಸದ್ದಲೆ ಬಿಡಿಸುಕೆ,,
level,ಮಟ್ಟದ,,
antidote,ಕಟ್ಟುಮದ್ದು,,
epithelial,ಮೇಲ್ಹೊದಿಕೆ,,
glycogenolysis,ಉಸುರಿಸಕ್ಕರೆಮುರಿತ,,
dihedral angle,ಕೂಡುಮಟ್ಟ ಕೋನ,,
contraction,ಕುಗ್ಗಿಕೆ,,
oxidant,ಕ‌ಳೆವಣಿಕಳೆಕ,,
gut,ಕರುಳು,,
output,ಹೊಮ್ಮಿಕೆ,,
immunology,ಕಾಪರಿಮೆ,,
fibroblast,ನಾರುಹುಟ್ಟುಕ,,
solar wind,ನೇಸರಗಾಳಿ,,
reference point,ನೆಲೆಚುಕ್ಕೆ,,
cultivator,ಕುಂಟೆ,,
curing,ಗಟ್ಟಿಯಾಗಿಕೆ,,
precipitate,ಪಡಲಿಸು,,
striation,ಹೊಗರುಪಟ್ಟಿ,,
creativity,ಉಂಟುಮಾಡುಬಲ್ಮೆ,,
period,ಗಡುವು,,
necessary,ಬೇಕಿರುವ,,
double bond,ಎರಡರನಂಟು,,
daffodil,ಮಂಜಳುಹೂವು,,
exhibition,ತೋರ್ಪಡಿಕೆ,,
rubella,ಎಲ್ಲೆಗೊಬ್ಬರ,,
linear motion,ನೇರ ಜರುಗಾಟ,,
preconception,ಮುನ್ನೆಣಿಕೆ,,
paraphonia,ಗಂಟಲೊಡೆತ,,
fungus,ನಾಯಿಕೊಡೆ,,
shrub,ಕುತ್ತರು,,
evaporate,ಇಂಗು,,
soot,ಮಸಿ,,
colourless,ಬಣ್ಣವಿಲ್ಲದ,,
underground heat,ನೆಲದಾಳದಉಷ್ಣ,,
acropetal,ಅಡಿಯೋರಣಿಕೆ,,
berm,ಕಿರುದಾರಿ,,
knowledge,ತಿಬ್ಬಳಿ,,
veterinary,ಕದಲುಸುರಿಮಾಂಜುಗೆಯ,,
island,ಕುದುರು,,
snorkel,ಉಸಿರುನೆರವಿ,,
hole,ಪೊಟರೆ,,
faint,ಮಬ್ಬಾದ,,
creek,ಹಳ್ಳ,,
acid,ಹುಳಿ,,
wave function,ಅಲೆಗೆಯ್ಮೆ,,
chromatography,ಬಣ್ಣಕ,,
colour dispersion,ಬಣ್ಣಗಳಬಿಡಿಯಾಗುವಿಕೆ,,
chromosome,ಪೀಳಿಕಂತೆ,,
inhaler,ಉಸಿರೆಳಕ,,
scissor lift,ಕತ್ತರಿ ಏರಿಳಿಕ,,
crust,ಹಕ್ಕಳೆ,,
extremum,ತುತ್ತತುದಿ,,
orbit,ಎಸಕದ ಹರವು,,
dialysis,ರಕ್ತಸೋಸಿಕೆ,,
solar park,ಬಿಸಿಲ ಮಿನ್ನೆಲೆ,,
supersonic,ಸದ್ದುಮೀರಿದ,,
quantum mechanics,ಬಿಡಿ ಕದಲರಿಮೆ,,
dermatitis,ತೊಗಲುರಿತ,,
blood donor,ನೆತ್ತರಕೊಡುಗ,,
scatterplot,ಚುಕ್ಕೆ ಬಿಡಿಸಿಕೆ,,
moss,ಪಾಚಿ,,
desiccation,ಆರಿಕೆ,,
conduction,ಈಸುಗೆ,,
flip flop,ತಿರ‍್ಗ-ಮುರ‍್ಗ,,
constrictor,ಸುತ್ಗಿರಿವಾವು,,
width,ಅಗಲ,,
protein,ಮುನ್ನು,,
ethnicity,ನಡೆತನ,,
prescription,ಮದ್ದುಬರಹ,,
electroplating,ವಿದ್ಯುತ್ತಿನಿಂದಸವರಿಕೆ,,
mechatronics,ಮಿನ್ಚೂಟಿ,,
space,ಹರಹು,,
night-blindness,ಇರುಳುಕುರುಡು,,
bone,ಎಲುಬು,,
creole,ಹೊಸನುಡಿ,,
self pollination,ತನ್ನಹೂಪುಡಿತ,,
triangulation,ಮುಮ್ಮೂಲಿಸಿಕೆ,,
displacement,ಜರುಗಿಸುವಿಕೆ,,
section view,ಬಿಡಿನೋಟ,,
ventricle ,ತೊರೆಗೋಣೆ,,
glaucoma,ಕಣ್ಬಿಗಿತ,,
alkali,ಸವುಳು,,
rhinoceros,ನೀರಾನೆ,,
auditory nerve,ಕೇಳಿಕೆಯನರ,,
fire extinguisher,ಬೆಂಕಿ ಆರಿಸುಕ,,
electronics,ಮಿನ್ಕೆಯರಿಮೆ,,
sensory,ಅರಿವಿನಕೋಶ,,
lacuna,ಕಿರುತೂತು,,
memory stick,ನೆಪ್ಪುಕಡ್ಡಿ,,
fat,ಕೊಬ್ಬು,,
circulation,ಹರಿಯುವಿಕೆ ,,
digest,ಅರಗಿಸುವ,,
cubic equation,ಮೂರೇರ‍್ಮಡಿ ಸರಿಹೊಂದಿಕೆ,,
taste,ರುಚಿ,,
meteorite,ಬಾಂಗಲ್ಲು,,
vapour,ಆವಿಯ,,
dry press,ಒಣವೊತ್ತಡ,,
index,ಮಟ್ಟ,,
sight,ಕಾಣುಹ,,
zoo,ಕದಲುಸಿರಿಮನೆ,,
bone marrow,ಮೂಳೆಮಜ್ಜೆ,,
weight,ಬಿಣ್ಪು,,
direction,ಗೊಂಟು,,
wrist,ಕಯ್ಹರಡು,,
random,ಗೊತ್ತುಗುರಿಯಿರದ,,
churn,ಕಡೆಯುವುದು,,
anode,ಏರುಗಣೆ,,
crystallography,ಹರಳರಿಮೆ,,
xylem,ಒಂದೆಡೆದೆರವು,,
view,ನೋಟ,,
fireclay,ಕಾವುಜೇಡಿ,,
doctor,ಮಾಂಜುಗ,,
nuclear,ತಿರುಳು,,
obtuse triangle,ಮೊಂಡುಮೂಲೆ ಮೂರ‍್ಬದಿ,,
excess,ಮಿಗಿಲು,,
sunrise,ಹೊತ್ತುಮೂಡಿಕೆ,,
dimension,ಉದ್ದಳತೆ,,
intercostal,ಪಕೆಲ್ಲುನಡುವಣ,,
hacker,ಮಿಂಗಳ್ಳ,,
black bee,ತುಂಬಿ,,
cramp,ಸೆಡೆತ,,
urethra,ಉಚ್ಚೆಗೊಳವೆ,,
womb,ಪೊಡೆ,,
hydrotherapy,ನೀರ‍್ಮಾಂಜಿಗೆ,,
dilation,ಅಳತೆಮಾರ‍್ಪು,,
thermal paste,ಕಾವ್ಸರಿ ಅಂಟು,,
surgery,ಕಯ್ದುಮಾಂಜುಗೆ,,
engineering,ಹಚ್ಚಿದರಿಮೆ,,
efficiency,ಉಳಿಮಾಳ್ಕೆ,,
filter,ಸೋಸುಕ,,
parallelepiped,ಸರಿತೆರಪಿನ ಕೊಳವೆ,,
push pull gauge,ನೂಕೆಳೆ ಬಲವಳೆಕ,,
liver,ಲಿವರ್,,
jungle,ಪಳುವ,,
malware,ಕೆಡುಕುಹಮ್ಮುಗೆ,,
sterile,ಮಡಿ,,
recycle,ಮರುಮಾಡುವಿಕೆ,,
inradius,ಒಳದುಂಡಿ,,
summer,ಬೇಸಿಗೆ,,
launch,ಏರುವಿಕೆ,,
heating effect,ಬಿಸಿಯಾಗಿಸುವಪರಿಣಾಮ,,
catalyst,ನೆರವೀಯುಕ,,
black soil,ಎರೆಮಣ್ಣು,,
fat,ಬೊಜ್ಜು,,
paraphonia,ಉಲಿಮಾರ‍್ಪು,,
spiral,ಸುರುಳಿ,,
cycloid,ಉರುಳುಗೆರೆ,,
saccharometer,ಸಕ್ಕರೆದಟ್ಟಣೆಯಳಕ,,
lateral,ಬದಿಯ,,
retina,ಕಣ್ಣಗನ್ನಡಿ,,
basin,ಕಣಿವೆ,,
nausea,ಹೇವರಿಕೆ,,
baby,ಮಗು,,
eukaryotic,ನಡುವಿಟ್ಟಳದ,,
reflex angle,ತಿರುಗುಮೂಲೆ,,
numerate,ಎಣಿಸು,,
dyke,ಅಡ್ಡಗೋಡೆ,,
nasopharynx,ಮೂಗ್ಗಂಟಲು,,
speech,ನುಡಿ,,
synthetic,ಸೇರುಮಾಳ್ಕೆಯ,,
orbit,ಸುತ್ತುದಾರಿ,,
radio,ಬಾನ್ನುಡಿ,,
solution,ಕಲಕ,,
operculum,ಮುಚ್ಚಿಗೆ,,
shapeless,ಪಾಂಗುಗೆಟ್ಟ,,
atmosphere,ಗಾಳಿಗೋಳ,,
vibration (oscillation),ಅಲುಗಾಟ,,
superconductor,ಹೇರೀಸುಕ,,
serum,ತಿಳಿನೆತ್ತರು,,
cursor,ತೋರಂಬು,,
prefabricated,ಮುನ್ಮಾಡಿರಿಸಿದ,,
mountain pass,ಕಣಿವೆ,,
chemotropism,ರಾಸಾಯನಿಕನಡವಳಿಕೆ,,
sea level,ಕಡಲಮಟ್ಟ,,
preventive,ಮುನ್ನೆಚ್ಚರಿಕೆಯ,,
applied force,ಬಳಸುವಬಲ,,
constant,ಮಾರ‍್ಪಡದೆಣಿ,,
nuclear fusion,ಅಣುಕೇಂದ್ರಗಳಬೆಸುಗೆ,,
loudness,ಜೋರುಮಟ್ಟ,,
firewood,ಹೊಳ್ಳಚ್ಚು,,
earwax,ಕೂಕಣಿ,,
barograph,ಒತ್ತಡತಿಟ್ಟ,,
Wide Area Network,ಹಲತಾವಿನ ಮಿಂಬಲೆ,,
chlorophyll,ಬೆಳಕುಹೀರು,,
inverse,ಬುಡಮೇಲು,,
swelling,ಬಾಹು,,
redox reaction,ಪಡೆತಗಳೆತ ಕ್ರಿಯೆಗಳು,,
pressure,ಒತ್ತುವಿಕೆ,,
particle,ತುಣುಕು,,
churn,ಕಡೆ,,
hydroelectricity,ನೀರ‍್ಮಿಂಚು,,
complex number,ತೊಡಕೆಣಿ,,
acidic,ಹುಳಿಪುತನ,,
deadline,ಗಡುವು,,
pheromone,ಸೆಳೆಸೋರಿಗೆ,,
fiber board,ಫೈಬರ್ಹಲಗೆ,,
curve,ಮುರು,,
daylight,ಹಗಲಬೆಳಕು,,
agriculture,ಒಕ್ಕಲುತನ,ಬೆಳೆಯನ್ನು ಬೆಳೆಯುವುದು ಹಾಗು ಪ್ರಾಣಿಗಳನ್ನು ಸಾಕುವುದು,
remind,ನೆನಪಿಸಿಕೊಳ್ಳಿ,,
scientist,ಅರಿಮೆಗಾರ,,
urinary bladder,ಉಚ್ಚೆಚೀಲ,,
octagonal path,ಎಂಟುಬದಿಯಾಕಾರದದಾರಿ,,
circulation,ಸುತ್ತಾಟ,,
headphone,ಕಿವಿಯುಲಿ,,
endangered,ಅಳಿದುಹೋಗುತ್ತಿರುವ,,
condenser,ನೀರಿಕ,,
fixation,ಅಂಟಿಸುವಿಕೆ,,
corner,ಗೊಂಟು,,
mountains,ಗುಡ್ಡಬೆಟ್ಟಗಳು,,
solubility,ಕರಗುವಿಕೆ,,
residue,ಉಳಿಕೆ,,
auditory nerve,ಆಲಿಸುವಿಕೆಯನರ,,
daybreak,ಹೊತ್ತಾರೆ,,
scanner,ಎಣಿಯಚ್ಚುಕ,,
weather,ಸುತ್ತಾವಿಪಾಡು,,
divergence,ಬೇರ‍್ಪಡುಗೆ,,
light year,ಬೆಳಕಿನೇಡು,,
clutch,ಬೇರ‍್ಪಡುಕ,,
single cellular,ಒಂದುಕೋಶದ,,
focusing screw,ಕಣ್ಣೆಡಿಸುವ ತಿರುಪು,,
dissection,ಕೊಯ್ಬಿಡಿಸಿಕೆ,,
mutations,ಬಿರುಸುಬದಲಾವಣೆಗಳು,,
instanceof,ಈಬಗೆ,,
safety helmet,ತಲೆಗಾಪು,,
agglutination,ಅಂಟಿಕ್ಕುವಿಕೆ,,
connective,ಜೋಡಿಸುಕ,,
probability,ತೆರಹು,,
blood vessel,ನೆತ್ತರಕೊಳವೆ,,
caliper,ಪುರುಳಳಕ,,
sentinel value,ಹುಸಿಬೆಲೆ,,
disease,ಬೇನೆ,,
enamel,ಹೊರಿಕೆ,,
sand,ಹೊಯಿಗೆ,,
shrub,ಮಿಡಿ,,
encrypt,ಒಗಟಿಸು,,
hexagon,ಆರ‍್ಬದಿ,,
prokaryote,ನಟ್ಟಿಲಿಯುಸಿರಿ,,
gadget,ನಲ್ಬೆಣಿಗೆ,,
hormone,ಒಳಹರಿಗೆ,,
Double Data Rate Memory controller,ಇತ್ತಿಳಿಮಾರ್ಪು ನೆನಪಂಕೆ,,
harmonic,ಹೊಂದಾಣಿಕೆಯ,,
defect,ಕುಂದು,,
pupa,ಪೊರೆಹುಳು,,
surfactant,ಮೇಲ್ಬಿಗಿಕಳಕ,,
meristamatic tissue,ಹೆಚ್ಚಳಅಂಗಾಂಶ,,
propeller,ತಳ್ಳುಕ,,
sonicaton,ಸದ್ದಲೆ ಹೊಡೆತ,,
lactometer,ಹಾಲ್ಕೆನೆಯಳಕ,,
flip flop,ತಿರುವು-ಮರುವು,,
diffusion ratio,ಪಸರಿಸುವಿಕೆಯಮಟ್ಟ,,
laminated,ಪದರುಗೊಳಿಸಿದ,,
mutable,ಮಾರ‍್ಪಡಬಲ್ಲ,,
creeper,ಹಂಬು,,
sinus,ಮೂಗುಕುಳಿ,,
carrot,ಹಳದಿಕೆಂಚು,,
circlip,ಸುರುಳುಹಿಡಿಕೆ,,
cholesterol,ಮೇಣ್ಗೊಬ್ಬು,,
lifeless,ಮಡಿದ,,
projectile,ಚಿಮ್ಮುಗೆ,,
rib cage ,ಪಕ್ಕೆಗೂಡು,,
quarantine,ಒಂಟಿಯಿಡುಗೆ,,
disturbance,ಅಲುಗಾಟ,,
earthing,ನೆಲಕ್ಕೆಹರಿಸುವಿಕೆ,,
flexible,ಬಗ್ಗುವ,,
humus,ಮಣ್ಣುಗೊಬ್ಬರ,,
dihedral angle,ಸೇರು ಕೋನ,,
childbirth,ಹೆರಿಗೆ,,
glottis,ಉಲಿಪೆಟ್ಟಿಗೆ,,
inbox,ಒಳಪೆಟ್ಟಿಗೆ,,
reciprocal,ತಿರುಗುಮುರುಗು,,
metalloid,ಅರೆಲೋಹ,,
fermion,ಅರೆತಿರುಗ,,
osmosis,ಪರೆತೂರ‍್ಪು,,
rubella,ಎಲ್ಲೆತಟ್ಟು,,
hybridization,ಕಸಿಮಾಡುವಿಕೆ,,
food web,ಬೀಯಬಲೆ,,
electromagnetic induction,ಮಿನ್ಸೆಳೆ ಬೀರಿಕೆ,,
number line,ಎಣಿಗೆರೆ,,
wing,ಎರಕೆ,,
presbyopia,ಕಣ್ಣುಮುಪ್ಪಾಗುವಿಕೆ,,
luminous,ಸ್ವಂತಬೆಳಕುಳ್ಳ,,
exception,ಹೊರಪಡಿಕೆ,,
desk,ಬರೆಮಣೆ,,
limit,ಗಡು,,
shock absorber,ಹೊಡೆತಹೋರುಕ,,
abrasive,ಉಜ್ಜುಕ,,
river-mouth,ಅಳವೆ,,
scissors,ಇರ‍್ಕತ್ತಿ,,
sensitivity,ಚುರುಕರಿವು,,
rotor,ತಿರುಗೋಲು,,
cherry,ಕಾಪಿಹಣ್ಣು,,
reflect,ಮರುತಳೆ,,
kinaesthesia,ಮಯ್ಯಾಟದರಿವು,,
gravity,ಬಿಣ್ಪು,,
oscillation,ಹೊಯ್ದಾಡುವಿಕೆ,,
fungus,ಕಸವುಸುರಿ,,
trauma,ಹೊಡೆತ,,
sealant,ಮುಚ್ಚುಕ,,
torpedo,ನೀರುಬಿಟ್ಟೇರು,,
exhumation,ಹುಗಿತೆಗೆತ,,
concept,ಎಣಿಸಿಕೆ,,
valency,ಕೂಡುಬಲ್ಮೆ,,
focusing screw,ನೋಟನೆಡಿಸುವ ತಿರುಪು,,
frame,ಮಯ್,,
intake,ತೆಗೆದುಕೊಳ್ಳಿಕೆ,,
firepit,ಕುಲುಮೆ,,
paranoia,ಸುಳ್ಳರಿವು,,
lymph,ಹಾಲ್ರಸ,,
interior angle,ಒಳಕೋನ,,
mineral,ಗಣಿವುಟ್ಟುಕ,,
pharynx,ಗಂಟಲ್ಕುಳಿ,,
sunstroke,ಬಿಸಿಲ ಬಿಸುಪು,,
copper,ತಾಮ್ರ,,
membrane,ಪೊರೆ,,
wind energy,ಗಾಳಿಶಕ್ತಿ,,
short circuit,ಸುಡುಮಿಂಚು ಸುತ್ತು,,
launch pad,ಏರುನೆಲೆ,,
prototype,ಪರಿಜು,,
mean,ಸರಾಸರಿ,,
vice versa,ತಿರುಗಾಗಿ,,
biorthythm,ಸೂಳುಸಿರು,,
excess,ಉರುಬೆ,,
sine,ಹೆದೆಯಳತೆ,,
salinometer,ಉಪ್ಪಯಳಕ,,
hearing aid,ಕೇಳುಹ ನೆರವಿ,,
antacid,ಹುಳಿಪುಯಿಳಿಕ,,
malignant,ಕೆಡಿಸಬಲ್ಲ,,
static,ನಿಲ್ಮೆಯ,,
fractional distillation,ಭಾಗಗಳಬೇರ್ಪಡಿಸುವಿಕೆ,,
subtyping,ಮರಿಬಗೆಯಿಕೆ,,
smoke,ಹೊಗೆ,,
harmonic progression,ಬೋರಲ್ಸಾಟಿ ಸಾಲು,,
malaria,ಚಳಿಬಿಸುಪು,,
hexagonal structure,ಆರ್ಬದಿಆಕೃತಿ,,
woodpecker,ಮರಕುಟಿಗ,,
nectar,ಜೇನು,,
decomposition,ಕೊಳೆತುಹೋಗುವಿಕೆ,,
battery,ಮಿನ್ನೆರಕೆ,,
peripheral,ಎಲ್ಲೆಯ,,
adam's apple,ಗಂಟಲಗಡ್ಡೆ,,ಗಂಟಲಗಡ್ಡೆ ಗಂಡಸರಲ್ಲಿ ಹೆಚ್ಚು ಕಾಣುತ್ತದೆ
sterile,ಸೋಂಕಿಲ್ಲದ,,
digestion,ಅರಗಿಸಿಕೊಳ್ಳುವುದು,,
snowflake,ಆಯ್ಕಿಲುಬಿಲ್ಲೆ,,
structural,ಹೊರೆಹೊರುವ,,
volume,ಮೂರಾಯದಳತೆ,,
highest common factor,ಕಡುಹಿರಿ ಪುದುವು ಒಡುಕ,,
isomer,ಹಲವಿಟ್ಟಳ,,
pseudopod,ಸುಳ್ಳುಪಾದ,,
epithelial tissue,ಹೊದಿಕೆಅಂಗಾಂಶ,,
cadmium,ನೀಲಿಬಿಳಿಹೊನ್ನು,,
rocket,ಏರುಗಣೆ,,
pure,ಚೊಕ್ಕ,,
drug,ಮತ್ತುಮದ್ದು,,
petrol,ನೀರುರುವಲು,,
cardiac arrest,ಉಸಿರ‍್ಕೆಡುಗೆ,,
geometric progression,ಸರಿಪಾಲಿನ ಸಾಲು,,
rodent,ಬಾಚಿಹಲ್ಲುಳ್ಳಪ್ರಾಣಿ,,
motor,ಓಡುಗೆ,,
debug,ತಪ್ಪುಕಳೆತ,,
hydremia,ನೀರ‍್ನೆತ್ತರು,,
accelerometer,ಉರುಬೇರಿಕೆಯಳಕ,ಚಲಿಸುತ್ತಿರುವ ವಾಹನದ ವೇಗದ ವರ್ಧನೆಯನ್ನು ಅಳೆಯುವ ಸಾಧನ,
innovation,ಹೊಸಹೊಮ್ಮುಗೆ,,
vaccum,ಬರಿದುದಾಣ,,
monomial,ಒಂಪದ,,
troubleshoot,ತೊಡಕಳಿಸು,,
physics,ಪುರುಳರಿಮೆ,,
pigment,ಬಣ್ಣಕ,,
paralyse,ಲಕ್ವಾ,,
virus,ನಂಜುತುಣುಕು,,
Local Area Network,ತಾವಿನ ಮಿಂಬಲೆ,,
navigation,ತಲುಪುದಾರಿ,,
fertilize,ಬಸಿರುಮಾಡು,,
propeller,ತಿರುತಳ್ಳುಕ,,
steering,ತಿಗುರಿ,,
dissolution,ಒಂದಾಗಿಸುವಿಕೆ,,
saline,ಕರಲು,,
adsorb,ಹೊರಹೀರು,ತನ್ನ ಹೊರಮೈಗೆ ಸೆಳೆ,ಹರಳಿನ ಬೆಣಚುಕಲ್ಲು ನೀರನ್ನು ಹೊರಹೀರಿಕೊಳ್ಳುತ್ತಿದೆ
proportion,ಹಾಳಿತ,,
surface tension,ಮೇಲ್ಮಯ್ ಎಳೆತ,,
food chain,ತಿನಿಸರಪಳಿ,,
frictional force,ಉಜ್ಜುವಿಕೆಯಬಲ,,
terrestrial,ನೆಲದ,,
hurricane,ಸುಟ್ಟುರೆ,,
numeral,ಎಣಿಕೆಗುರುತು,,
nail,ಮೊಳೆ,,
positive charge,ಕೂಡುಹುರುಪು,,
lactometer,ಹಾಲಳಕ,,
cold blood,ತಂಪುರಕ್ತ,,
exhalation,ಉಸಿರುಬಿಡುವಿಕೆ,,
circular linked list,ಸುತ್ತುಕೊಂಡಿಪಟ್ಟಿ,,
stimulate,ಕೆಣಕು,,
control,ಹಿಡಿತ,,
ligneous,ಮರದಂತಿರುವ,,
sensitive,ನವಿರಾದ,,
equation,ಸಾಟಿಕೆ,,
prism,ಒಡಕ,,
phloem,ಇಳಿಗೊಳವೆ,,
respiration,ಉಸಿರಾಟ,,
finger,ಬೊಟ್ಟು,,
delivery,ಸೂಲು,,
paralysis,ಮರವೆ,,
algae,ಪಾಚಿ,,
voluntary muscle,ಹತೋಟಿಯನರಕಟ್ಟು,,
manifold,ಹಲವು,,
cardiology,ಗುಂಡಿಗೆಯರಿಮೆ,,
encryption,ಒಗಟುಬರಹ,,
